,0
1499,120.65
1500,105.15
1501,116.01
1502,145.68
1503,164.02
1504,140.61
1505,137.44
1506,135.7
1507,141.81
1508,130.32
1509,123.37
1510,123.62
1511,124.7
1512,121.99
1513,115.85
1514,110.63
1515,118.22
1516,140.06
1517,150.76
1518,135.32
1519,138.91
1520,144.41
1521,144.58
1522,126.73
1523,135.41
1524,128.42
1525,122.93
1526,126.82
1527,124.74
1528,120.12
1529,134.65
1530,148.66
1531,157.8
1532,143.55
1533,155.71
1534,142.92
1535,173.65
1536,159.01
1537,172.48
1538,162.51
1539,163.16
1540,173.19
1541,185.69
1542,179.42
1543,163.15
1544,165.12
1545,188.94
1546,183.69
1547,155.1
1548,153.24
1549,180.13
1550,197.94
1551,174.12
1552,180.25
1553,171.87
1554,183.55
1555,200.5
1556,188.91
1557,179.65
1558,188.67
1559,215.52
1560,224.07
1561,203.41
1562,186.08
1563,191.61
1564,205.08
1565,224.29
1566,226.91
1567,224.15
1568,231.04
1569,236.55
1570,252.93
1571,241.14
1572,238.57
1573,266.17
1574,272.64
1575,261.4
1576,253.28
1577,259.64
1578,256.56
1579,255.59
1580,250.38
1581,256.29
1582,260.25
1583,254.12
1584,255.68
1585,244.72
1586,246.4
1587,270.85
1588,260.73
1589,269.96
1590,261.86
1591,264.79
1592,255.66
1593,260.03
1594,237.04
1595,237.42
1596,249.16
1597,252.3
1598,254.72
1599,242.69
1600,230.3
1601,235.04
1602,230.13
1603,219.99
1604,211.53
1605,232.57
1606,246.15
1607,255.13
1608,233.77
1609,227.5
1610,229.76
1611,223.06
1612,232.43
1613,244.06
1614,229.54
1615,228.51
1616,235.06
1617,264.99
1618,263.19
1619,262.94
1620,274.06
1621,290.74
1622,277.43
1623,289.0
1624,284.96
1625,289.49
1626,298.89
1627,308.65
1628,312.62
1629,318.05
1630,319.32
1631,330.74
1632,312.49
1633,324.52
1634,328.83
1635,348.3
1636,347.11
1637,347.6
1638,345.24
1639,348.17
1640,333.81
1641,330.52
1642,333.16
1643,354.92
1644,356.33
1645,350.07
1646,336.04
1647,353.91
1648,346.86
1649,335.69
1650,318.12
1651,315.03
1652,332.82
1653,354.82
1654,358.7
1655,332.95
1656,337.87
1657,363.23
1658,367.32
1659,358.07
1660,350.24
1661,351.34
1662,349.6
1663,364.34
1664,367.44
1665,362.19
1666,381.16
1667,411.36
1668,433.56
1669,404.55
1670,409.07
1671,415.35
1672,412.27
1673,419.69
1674,407.42
1675,400.37
1676,390.88
1677,397.01
1678,404.45
1679,405.85
1680,392.13
1681,399.16
1682,407.69
1683,425.19
1684,436.26
1685,441.19
1686,430.95
1687,431.06
1688,436.15
1689,445.43
1690,430.96
1691,423.91
1692,426.0
1693,420.81
1694,421.19
1695,414.93
1696,410.24
1697,440.06
1698,445.16
1699,438.02
1700,418.74
1701,417.56
1702,412.95
1703,413.22
1704,400.82
1705,399.96
1706,396.05
1707,388.72
1708,400.89
1709,381.84
1710,373.97
1711,400.13
1712,409.59
1713,416.15
1714,414.24
1715,414.58
1716,404.35
1717,438.49
1718,445.1
1719,459.33
1720,466.53
1721,466.58
1722,466.42
1723,479.01
1724,476.31
1725,478.84
1726,491.26
1727,520.71
1728,518.68
1729,497.27
1730,484.27
1731,502.11
1732,510.73
1733,515.59
1734,499.78
1735,492.39
1736,507.97
1737,533.46
1738,536.02
1739,535.36
1740,543.29
1741,567.18
1742,569.13
1743,562.44
1744,536.75
1745,547.46
1746,569.66
1747,577.03
1748,571.65
1749,564.97
1750,582.48
1751,589.54
1752,580.51
1753,565.9
1754,563.63
1755,564.46
1756,573.7
1757,581.3
1758,573.42
1759,568.33
1760,580.8
1761,588.28
1762,574.04
1763,587.01
1764,602.71
1765,599.67
1766,597.67
1767,593.81
1768,570.27
1769,556.07
1770,557.27
1771,556.2
1772,560.05
1773,553.95
1774,549.71
1775,557.82
1776,565.29
1777,571.12
1778,569.7
1779,564.33
1780,557.07
1781,556.28
1782,554.44
1783,545.18
1784,520.98
1785,522.38
1786,528.98
1787,533.73
1788,517.84
1789,524.19
1790,513.61
1791,542.22
1792,552.6
1793,559.49
1794,542.85
1795,538.57
1796,548.0
1797,561.18
1798,550.38
1799,534.33
1800,519.97
1801,541.27
1802,548.8
1803,551.49
1804,538.74
1805,554.85
1806,567.92
1807,554.79
1808,541.08
1809,554.15
1810,577.58
1811,576.78
1812,582.02
1813,563.32
1814,547.85
1815,550.68
1816,549.26
1817,570.03
1818,568.84
1819,564.48
1820,566.15
1821,563.61
1822,556.28
1823,560.28
1824,564.78
1825,582.64
1826,617.86
1827,608.28
1828,623.98
1829,605.29
1830,619.05
1831,634.77
1832,625.63
1833,580.45
1834,570.66
1835,583.53
1836,580.28
1837,570.05
1838,568.43
1839,559.21
1840,562.41
1841,558.64
1842,558.8
1843,555.26
1844,570.68
1845,580.46
1846,590.61
1847,586.62
1848,584.15
1849,593.92
1850,588.0
1851,584.29
1852,580.16
1853,570.87
1854,559.16
1855,553.4
1856,562.94
1857,541.91
1858,558.18
1859,562.29
1860,578.34
1861,538.29
1862,533.67
1863,530.48
1864,527.32
1865,521.42
1866,510.58
1867,502.84
1868,511.75
1869,516.8
1870,501.73
1871,488.34
1872,500.23
1873,506.47
1874,524.23
1875,528.59
1876,532.57
1877,533.38
1878,537.47
1879,524.09
1880,527.31
1881,525.37
1882,517.25
1883,517.93
1884,523.7
1885,517.61
1886,514.17
1887,507.17
1888,518.55
1889,503.75
1890,523.16
1891,533.11
1892,539.23
1893,525.83
1894,517.71
1895,504.05
1896,493.0
1897,487.3
1898,485.32
1899,490.64
1900,492.04
1901,480.11
1902,481.98
1903,452.81
1904,473.41
1905,481.66
1906,491.35
1907,472.68
1908,468.3
1909,469.26
1910,479.26
1911,485.16
1912,478.69
1913,467.51
1914,477.8
1915,482.04
1916,492.63
1917,461.75
1918,479.57
1919,492.97
1920,514.85
1921,498.41
1922,499.25
1923,488.85
1924,476.28
1925,459.12
1926,459.4
1927,460.57
1928,464.22
1929,461.31
1930,460.95
1931,438.16
1932,472.89
1933,465.74
1934,481.99
1935,453.11
1936,463.5
1937,462.57
1938,462.07
1939,442.43
1940,437.95
1941,432.11
1942,442.08
1943,448.25
1944,427.98
1945,419.28
1946,443.52
1947,434.48
1948,435.23
1949,412.42
1950,416.8
1951,407.69
1952,428.8
1953,432.42
1954,413.21
1955,412.93
1956,412.9
1957,419.95
1958,387.19
1959,397.27
1960,328.4
1961,311.23
1962,312.86
1963,302.26
1964,293.69
1965,316.35
1966,320.85
1967,329.15
1968,326.04
1969,336.65
1970,348.22
1971,337.45
1972,340.47
1973,310.52
1974,306.79
1975,307.02
1976,314.82
1977,306.27
1978,304.86
1979,299.37
1980,302.93
1981,284.4
1982,280.8
1983,284.26
